Nested Sampling Global Log-Evidence           :   -0.624186471056670257E+03  +/-    0.189796366414304585E+00
Nested Importance Sampling Global Log-Evidence:   -0.624306832624022263E+03  +/-    0.192707459417826056E-01

Dim No.       Mean        Sigma
   1    0.216934814021094184E+03    0.732716020487578085E-01
   2    0.221999356090887744E+03    0.523688964720285394E-01
   3    0.420395420570156197E+01    0.518464438225950119E-01
   4    0.128553079327302511E+01    0.358364048393286228E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.216939119207495196E+03
   2    0.222001429171144025E+03
   3    0.419716283683329294E+01
   4    0.128912946533484263E+01

MAP Parameters
Dim No.        Parameter
   1    0.216939119207495196E+03
   2    0.222001429171144025E+03
   3    0.419716283683329294E+01
   4    0.128912946533484263E+01
