Nested Sampling Global Log-Evidence           :   -0.743389836802504760E+03  +/-    0.104027384740741996E+00
Nested Importance Sampling Global Log-Evidence:   -0.743230568444066535E+03  +/-    0.999191246391264443E-01

Dim No.       Mean        Sigma
   1    0.215311703441726792E+03    0.282791721327259760E+01
   2    0.221528579368224058E+03    0.282730636106574673E+01
   3    0.931033446162131684E+00    0.394336925797236434E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.211404476628219243E+03
   2    0.225479439737361162E+03
   3    0.931962393457425264E+00

MAP Parameters
Dim No.        Parameter
   1    0.212858017842467063E+03
   2    0.217618693583953501E+03
   3    0.973206133433596854E+00
