    0.215916836139506557E+03    0.218638070616909175E+03    0.790184469835402936E+01   -0.320192616313158989E+11   -0.599146350544150419E+01    1
    0.212880723592585781E+03    0.221314825449176936E+03    0.786950049871472501E+01   -0.290585406331642990E+11   -0.599396350544151169E+01    1
    0.217753028866595486E+03    0.220641030941196590E+03    0.786619591922614347E+01   -0.287713854798102570E+11   -0.599646350544151474E+01    1
    0.217319352146929958E+03    0.221124906454273372E+03    0.785119561522314946E+01   -0.275057061025087013E+11   -0.599896350544151957E+01    1
    0.217614282843417385E+03    0.222681149516292720E+03    0.784863133400524760E+01   -0.272952659145605850E+11   -0.600146350544151552E+01    1
    0.213787653920001247E+03    0.217255009207912593E+03    0.781956124551635412E+01   -0.250154858217907333E+11   -0.600396350544151858E+01    1
    0.214839899894541958E+03    0.220598333749958186E+03    0.780654385390023187E+01   -0.240576765409770508E+11   -0.600646350544151630E+01    1
    0.216133265015429714E+03    0.222771503124424129E+03    0.778222517922871226E+01   -0.223650544163919334E+11   -0.600896350544152469E+01    1
    0.218086578008479336E+03    0.221285772476383357E+03    0.764057375773185043E+01   -0.146222537796946659E+11   -0.601146350544151886E+01    1
    0.216780945536441067E+03    0.222678603205867915E+03    0.764002532764478381E+01   -0.145982021905449448E+11   -0.601396350544150859E+01    1
    0.213322740551776150E+03    0.219337425503917842E+03    0.763259434700561989E+01   -0.142763650633496456E+11   -0.601646350544151520E+01    1
    0.217703117248362759E+03    0.217469415340610652E+03    0.758604037321855351E+01   -0.124155528389155998E+11   -0.601896350544151559E+01    1
    0.215266237732714870E+03    0.218845598492809444E+03    0.752945078761305986E+01   -0.104770267633713799E+11   -0.602146350544152753E+01    1
    0.214253604051417568E+03    0.222419858370014339E+03    0.748568754890867538E+01   -0.918794737668821335E+10   -0.602396350544153325E+01    1
    0.214419153568095425E+03    0.217677404198833614E+03    0.746666460079859995E+01   -0.867830777260482597E+10   -0.602646350544152298E+01    1
    0.217115401264971950E+03    0.219594401512333064E+03    0.745426563410047471E+01   -0.836144257495624161E+10   -0.602896350544150561E+01    1
