    0.215141824361628750E+03    0.218805000219532161E+03    0.450202048260029652E+01    0.792087835155589381E+01   -0.505945294146849289E+11   -0.599146350544150419E+01    1
    0.212421312329119900E+03    0.217238839063831477E+03    0.400133983906677848E+01    0.785753797037417456E+01   -0.441818218042018433E+11   -0.599396350544151169E+01    1
    0.212272951123065212E+03    0.220628811869808345E+03    0.327432495642368426E+01    0.794838055583191228E+01   -0.403478182058025208E+11   -0.599646350544151474E+01    1
    0.214876356121844509E+03    0.221095963988491206E+03    0.408013460082426604E+01    0.792991509596349431E+01   -0.382680350376340637E+11   -0.599896350544151957E+01    1
    0.217125174519366482E+03    0.221625304732509761E+03    0.356282738404689203E+01    0.793326084888203553E+01   -0.358302406541947937E+11   -0.600146350544151552E+01    1
    0.216245756503886440E+03    0.222556093487926631E+03    0.246970041180959710E+01    0.792309430555633654E+01   -0.339978558747427559E+11   -0.600396350544151858E+01    1
    0.215954948183840969E+03    0.222985726866909175E+03    0.345031664942733940E+01    0.782078409638616456E+01   -0.260448212295396423E+11   -0.600646350544151630E+01    1
    0.217228623387164333E+03    0.221909703645893245E+03    0.285046045618537347E+01    0.782956803593381068E+01   -0.259562333803443947E+11   -0.600896350544152469E+01    1
    0.216543480274028042E+03    0.220508102092929988E+03    0.391745470142961683E+01    0.778742785383844627E+01   -0.220361592360907860E+11   -0.601146350544151886E+01    1
    0.214405417081660488E+03    0.222760899815746455E+03    0.383201984538851015E+01    0.765560041273001701E+01   -0.177452385607357368E+11   -0.601396350544150859E+01    1
    0.212303504702395657E+03    0.218742399249263912E+03    0.495091938999035541E+01    0.721719561214012906E+01   -0.174903077842767563E+11   -0.601646350544151520E+01    1
    0.213048921343631008E+03    0.217596428308674007E+03    0.262716547931264088E+01    0.767226329983479083E+01   -0.165677188200697098E+11   -0.601896350544151559E+01    1
    0.217674125787562588E+03    0.220401947412677913E+03    0.376302603921048862E+01    0.763937231704561981E+01   -0.150385233032325668E+11   -0.602146350544152753E+01    1
    0.214555350777453640E+03    0.219935904655643611E+03    0.325914471559968844E+01    0.759271211580925787E+01   -0.126578276563039169E+11   -0.602396350544153325E+01    1
    0.213285846945590237E+03    0.222257720980831294E+03    0.466570817214033884E+01    0.734258599920862665E+01   -0.121659576093463268E+11   -0.602646350544152298E+01    1
    0.215304368016070583E+03    0.220591005239673763E+03    0.488545302788076885E+01    0.736932402462458924E+01   -0.112265039531646557E+11   -0.602896350544150561E+01    1
    0.212595389482325771E+03    0.222972787890621333E+03    0.329595441136378930E+01    0.745775714096107478E+01   -0.930145222620709229E+10   -0.603146350544150955E+01    1
    0.217932613131350735E+03    0.219173682007976680E+03    0.379654381096316618E+01    0.744279965732523863E+01   -0.859958927200009346E+10   -0.603396350544152682E+01    1
    0.216756045338458279E+03    0.222321678791233211E+03    0.351457130637628712E+01    0.743642189302445011E+01   -0.811931704609432697E+10   -0.603646350544153165E+01    1
    0.217680972573107937E+03    0.218825125727840572E+03    0.358579300015956637E+01    0.739793050029213184E+01   -0.742788978176497078E+10   -0.603896350544152227E+01    1
    0.213248109695262173E+03    0.218158410463520198E+03    0.263584186679577614E+01    0.740096333514297910E+01   -0.730861045168915462E+10   -0.604146350544151556E+01    1
    0.218126916643923977E+03    0.220466144476123958E+03    0.409070746937299745E+01    0.735579937635135828E+01   -0.725797150738906193E+10   -0.604396350544152039E+01    1
    0.216059798237628200E+03    0.222764725361057430E+03    0.452741950836949592E+01    0.730957643694116932E+01   -0.725632005450913811E+10   -0.604646350544152966E+01    1
    0.214833723661250332E+03    0.219655673537441402E+03    0.252024883708590064E+01    0.733527936232794175E+01   -0.575754765529462147E+10   -0.604896350544152206E+01    1
    0.214617303368396023E+03    0.222059665951915889E+03    0.383385543764482595E+01    0.726279271541492655E+01   -0.518981007096749496E+10   -0.605146350544152156E+01    1
    0.213971647378749111E+03    0.217812789950557857E+03    0.370531344734781420E+01    0.722384265067285725E+01   -0.494614207017239285E+10   -0.605396350544152995E+01    1
    0.214058595654315212E+03    0.219313014183231502E+03    0.517529000964052344E+01    0.673185968914474131E+01   -0.357304623816340637E+10   -0.605646350544151790E+01    1
    0.217205290314501980E+03    0.221994722876735835E+03    0.371465246935071480E+01    0.712766975297250838E+01   -0.333400363386756706E+10   -0.605896350544151829E+01    1
    0.216110714432543972E+03    0.220441128764339595E+03    0.453039038229562152E+01    0.709639688598076113E+01   -0.332060766963129759E+10   -0.606146350544153112E+01    1
    0.216514125105685451E+03    0.220815982852169185E+03    0.507551503549584559E+01    0.692636461921253499E+01   -0.304544028675097322E+10   -0.606396350544153950E+01    1
    0.216745995995349148E+03    0.220403530988880306E+03    0.478127066816579571E+01    0.700855996091009459E+01   -0.294825101241537905E+10   -0.606646350544153368E+01    1
    0.215348986741847256E+03    0.220995772752948909E+03    0.248733798927089023E+01    0.710508036235930440E+01   -0.285627525928182888E+10   -0.606896350544153407E+01    1
    0.214208420631236294E+03    0.222123958502002864E+03    0.520535658225603548E+01    0.661039312995142403E+01   -0.219876671098378611E+10   -0.607146350544153712E+01    1
    0.215254890200442532E+03    0.219336272511669307E+03    0.340154060632381672E+01    0.700518621005918085E+01   -0.216776717100609016E+10   -0.607396350544151886E+01    1
    0.218007616278475979E+03    0.221427674207874446E+03    0.461437444192791979E+01    0.678444886429533156E+01   -0.183086649507642937E+10   -0.607646350544150149E+01    1
    0.217942386385745266E+03    0.221161694917865901E+03    0.331987585679047736E+01    0.689599674421130793E+01   -0.165190702008724403E+10   -0.607896350544150277E+01    1
    0.215437306520289638E+03    0.219475562486835628E+03    0.231382238165812293E+01    0.685182259467592303E+01   -0.134723113158107018E+10   -0.608146350544151737E+01    1
    0.213935519811457851E+03    0.217086227092929988E+03    0.340324638578146121E+01    0.677189673243775481E+01   -0.120724254325616789E+10   -0.608396350544153197E+01    1
    0.215222775575465420E+03    0.221486986074634700E+03    0.334315823755905672E+01    0.681335261212718457E+01   -0.120197092184684205E+10   -0.608646350544153236E+01    1
    0.214407772776431301E+03    0.219958534989544063E+03    0.428772901432096898E+01    0.670022861331234409E+01   -0.112695679974389577E+10   -0.608896350544152032E+01    1
    0.217756537553614834E+03    0.220505763564296871E+03    0.434357494456423510E+01    0.672552639214830883E+01   -0.112245761260010767E+10   -0.609146350544151804E+01    1
    0.214227902051753262E+03    0.219805513892360835E+03    0.399910945162770837E+01    0.673030909777245157E+01   -0.111287729342463803E+10   -0.609396350544151844E+01    1
    0.214821480271167019E+03    0.221103433404155879E+03    0.490693802813844648E+01    0.655262269037467959E+01   -0.109005537837722802E+10   -0.609646350544151083E+01    1
    0.215121483203715542E+03    0.222929304990955501E+03    0.316838521353880198E+01    0.675482705184497689E+01   -0.106004908072910929E+10   -0.609896350544150234E+01    1
    0.217755839821643093E+03    0.219709805164524226E+03    0.288149928559423429E+01    0.676412154192412629E+01   -0.104791444616388953E+10   -0.610146350544149918E+01    1
    0.212363232490367153E+03    0.221339622650333553E+03    0.485484184861333556E+01    0.637988944660108537E+01   -0.982133618833309412E+09   -0.610396350544150579E+01    1
    0.214512365338153103E+03    0.221907593641468196E+03    0.315531965356028721E+01    0.671083982968161052E+01   -0.912708581033228517E+09   -0.610646350544152394E+01    1
    0.213099837180918911E+03    0.222860702309795528E+03    0.271964843822741420E+01    0.664317376794830317E+01   -0.761893503825023055E+09   -0.610896350544153233E+01    1
    0.212972982642001369E+03    0.218731142912098079E+03    0.446087214669573306E+01    0.641582232239569450E+01   -0.745891415063753366E+09   -0.611146350544151318E+01    1
    0.217143569466418484E+03    0.220042420897670894E+03    0.371804438671462290E+01    0.662669122046675341E+01   -0.688423375163752913E+09   -0.611396350544150202E+01    1
    0.213836550947970608E+03    0.220427975568958431E+03    0.431968421138152436E+01    0.649650742268232406E+01   -0.663895076561177492E+09   -0.611646350544151840E+01    1
    0.214587147113627651E+03    0.220911375436969905E+03    0.299442588542438681E+01    0.658053333507590033E+01   -0.599784229785805941E+09   -0.611896350544151613E+01    1
    0.212446708199328640E+03    0.217697312984653621E+03    0.445635137580610241E+01    0.627720867656127446E+01   -0.571083132107875943E+09   -0.612146350544151030E+01    1
    0.215570358750170925E+03    0.217934227500148921E+03    0.499441739111873773E+01    0.618151997839725453E+01   -0.497327861978847682E+09   -0.612396350544150803E+01    1
    0.214924061891383388E+03    0.222897854480930476E+03    0.406510667130325043E+01    0.643666925345299390E+01   -0.476197975955914795E+09   -0.612646350544151108E+01    1
    0.213487884876078823E+03    0.217148034129329830E+03    0.330230345356785726E+01    0.640748058548581767E+01   -0.401031232770389497E+09   -0.612896350544151858E+01    1
    0.213297449466532925E+03    0.219091810260006099E+03    0.279556303431424302E+01    0.641244198379598629E+01   -0.377573909997052014E+09   -0.613146350544150476E+01    1
    0.218041617032832363E+03    0.222314372811504512E+03    0.279648957986074320E+01    0.628431356363515548E+01   -0.263944284016314477E+09   -0.613396350544150160E+01    1
    0.213869990584201076E+03    0.222309133205600887E+03    0.341099283508649442E+01    0.627433559461867141E+01   -0.261754275862722933E+09   -0.613646350544149932E+01    1
    0.218192650434321621E+03    0.222737186942287593E+03    0.261038659476580515E+01    0.624099993878593295E+01   -0.230406226652345449E+09   -0.613896350544150327E+01    1
    0.212709991332835415E+03    0.219474076900669246E+03    0.382579347360079325E+01    0.614896085345355914E+01   -0.213787987843596965E+09   -0.614146350544151343E+01    1
    0.213128907319850185E+03    0.219347333226390987E+03    0.435537665999117252E+01    0.600782409983119692E+01   -0.186752539737125933E+09   -0.614396350544152714E+01    1
    0.215789052483386257E+03    0.218990530047603755E+03    0.473372686457208225E+01    0.601564869846077599E+01   -0.185554123613532841E+09   -0.614646350544152309E+01    1
    0.213219985124415615E+03    0.218252223763652950E+03    0.473304708833474841E+01    0.583910197160429512E+01   -0.178547472326872230E+09   -0.614896350544151282E+01    1
    0.216060241338557461E+03    0.221473231349178462E+03    0.319282216040945688E+01    0.617073995096515127E+01   -0.171539797706232667E+09   -0.615146350544152742E+01    1
    0.212866588351077297E+03    0.221019364032932430E+03    0.345394569388428074E+01    0.607579649188340554E+01   -0.147076133153665155E+09   -0.615396350544151360E+01    1
    0.216294195410556057E+03    0.221734919104763179E+03    0.422734392155359906E+01    0.595120733976192895E+01   -0.990699639683812708E+08   -0.615646350544150067E+01    1
    0.216699309822863796E+03    0.222845243487545162E+03    0.239170863238446874E+01    0.595546055507678673E+01   -0.934999266527659595E+08   -0.615896350544150195E+01    1
    0.215879559871501186E+03    0.219101800594516902E+03    0.289403559504281516E+01    0.587682424466496123E+01   -0.725810507416315526E+08   -0.616146350544151922E+01    1
    0.213977158424205044E+03    0.219650723610111385E+03    0.441647313403764485E+01    0.572107174687543107E+01   -0.707509336299194545E+08   -0.616396350544152849E+01    1
    0.216718482968157986E+03    0.220428926143833309E+03    0.462835047709271308E+01    0.576922572015073953E+01   -0.644782293968732581E+08   -0.616646350544150668E+01    1
    0.213170814511126736E+03    0.220026377353855281E+03    0.315976739359069292E+01    0.575268058905565027E+01   -0.533846138739241883E+08   -0.616896350544149996E+01    1
    0.216389454600161770E+03    0.217523545179554134E+03    0.423071566168745150E+01    0.564065839122653578E+01   -0.515958253512275144E+08   -0.617146350544152167E+01    1
    0.215958727595156887E+03    0.221260285411068111E+03    0.340283712727450816E+01    0.577196540018027093E+01   -0.515455041421431601E+08   -0.617396350544153449E+01    1
    0.214621470090693691E+03    0.217521262798496394E+03    0.363902696118830038E+01    0.561510121978182397E+01   -0.383959570663950220E+08   -0.617646350544151179E+01    1
    0.216469791051692226E+03    0.220269666586109309E+03    0.412779928923874984E+01    0.564976183659067210E+01   -0.374211384483388364E+08   -0.617896350544150152E+01    1
    0.214670840975589016E+03    0.222699556622692256E+03    0.332202874938137205E+01    0.558455382862596927E+01   -0.322313164249323122E+08   -0.618146350544150103E+01    1
    0.214027041074580410E+03    0.220983248267360835E+03    0.233137210781687632E+01    0.549576744426042829E+01   -0.233434232265707403E+08   -0.618396350544151829E+01    1
    0.217262917754000881E+03    0.222233983073421626E+03    0.478482328913190980E+01    0.531418685385704848E+01   -0.225518709247332923E+08   -0.618646350544152934E+01    1
    0.214680195090121487E+03    0.220652385626026302E+03    0.485329391580496949E+01    0.515601994613466985E+01   -0.161289514328108784E+08   -0.618896350544151730E+01    1
    0.213529239889926174E+03    0.217042288932987361E+03    0.231281262735759130E+01    0.535708874440667238E+01   -0.157371221975299399E+08   -0.619146350544153012E+01    1
    0.218030899998492458E+03    0.218232626829334407E+03    0.281048918488719401E+01    0.533792251276033625E+01   -0.150167244101423379E+08   -0.619396350544153673E+01    1
    0.217877086397952297E+03    0.218685776744075923E+03    0.382578115299129085E+01    0.529625664857810996E+01   -0.142310458466727044E+08   -0.619646350544151137E+01    1
    0.212514381405657986E+03    0.219863187108226924E+03    0.296812316973211265E+01    0.529245798793000866E+01   -0.134617705400619358E+08   -0.619896350544150465E+01    1
    0.217949654814547756E+03    0.218011597070881038E+03    0.387519804634850162E+01    0.515368952999893892E+01   -0.991275269884192757E+07   -0.620146350544151748E+01    1
    0.212242303845233181E+03    0.218535162124820857E+03    0.440190017427043223E+01    0.488675559582007502E+01   -0.807651311935799476E+07   -0.620396350544150987E+01    1
    0.215773224589175442E+03    0.219424427781292110E+03    0.501064720502470085E+01    0.484419873861351569E+01   -0.688591642082464136E+07   -0.620646350544149783E+01    1
    0.217208118078059414E+03    0.217576316390224605E+03    0.469272209055215583E+01    0.481066215644257333E+01   -0.583884712594947964E+07   -0.620896350544150710E+01    1
    0.216821142908877590E+03    0.221246635470577388E+03    0.324700980803750827E+01    0.503852826986968161E+01   -0.579881871805820521E+07   -0.621146350544150838E+01    1
    0.215584898468798855E+03    0.221097561512180476E+03    0.249433252427715413E+01    0.500798417258822504E+01   -0.528353744145991281E+07   -0.621396350544150700E+01    1
    0.218052327272242763E+03    0.218483528170772701E+03    0.415486445424371542E+01    0.488642126756880124E+01   -0.461387100937857665E+07   -0.621646350544150472E+01    1
    0.217648798224276760E+03    0.218593733701893001E+03    0.451922576737165382E+01    0.469546219328915271E+01   -0.305304497217127495E+07   -0.621896350544153709E+01    1
    0.214302727100199917E+03    0.218525618825145870E+03    0.401410470474960857E+01    0.472811107631016014E+01   -0.292755655080229370E+07   -0.622146350544152416E+01    1
    0.214090096947497585E+03    0.223005485806652217E+03    0.511133211867698378E+01    0.440187175708564737E+01   -0.267283234172901558E+07   -0.622396350544153076E+01    1
    0.214817040678805569E+03    0.222369631681629329E+03    0.333310372740722016E+01    0.475320710533932278E+01   -0.261654790622465173E+07   -0.622646350544153204E+01    1
    0.216206700679606655E+03    0.219954053554721980E+03    0.462309564786011506E+01    0.467487959565219668E+01   -0.253653223065016186E+07   -0.622896350544151112E+01    1
    0.213071995136088589E+03    0.218325127992817073E+03    0.424368354958773608E+01    0.452016137442325849E+01   -0.210043754300967231E+07   -0.623146350544149907E+01    1
    0.212671009179896572E+03    0.219378975782581477E+03    0.432116250596226692E+01    0.447353164152506544E+01   -0.194066403039787826E+07   -0.623396350544151101E+01    1
    0.216493374463862637E+03    0.217100837621875911E+03    0.492396046792240405E+01    0.433002082793121446E+01   -0.188424604361766670E+07   -0.623646350544152739E+01    1
    0.215230729219264248E+03    0.221360065016933589E+03    0.350164341581699645E+01    0.462621836571978129E+01   -0.170451893360017496E+07   -0.623896350544154199E+01    1
    0.213895141836947658E+03    0.219812944684215694E+03    0.441178416004437146E+01    0.447789273122641873E+01   -0.169989650199098373E+07   -0.624146350544154416E+01    1
    0.213689709302729824E+03    0.221649640951343684E+03    0.256326044197827096E+01    0.460910668822844549E+01   -0.165687552584075392E+07   -0.624396350544154188E+01    1
