Nested Sampling Global Log-Evidence           :   -0.280382131207158238E+03  +/-    0.105292748710362913E+00
Nested Importance Sampling Global Log-Evidence:   -0.280165252174341049E+03  +/-    0.121170692608769975E+00

Dim No.       Mean        Sigma
   1    0.215606220544735550E+03    0.168777374142190006E+01
   2    0.221480824176044962E+03    0.171517777154812268E+01
   3    0.120696762693220028E+01    0.361938530198972139E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.215860716937488775E+03
   2    0.220659618445161897E+03
   3    0.120738772737517497E+01

MAP Parameters
Dim No.        Parameter
   1    0.214757655632386872E+03
   2    0.223237552689914082E+03
   3    0.124318235718260262E+01
