    0.216288145072010735E+03    0.219672629662468296E+03    0.373269192847837772E+01    0.164402404574508321E+01    0.284009773263074123E+03
    0.216865611012634929E+03    0.220607355307993998E+03    0.392027295602056025E+01    0.157465422195547422E+01    0.284977088301798062E+03
    0.216789072295192142E+03    0.220939699281398219E+03    0.392865271975949648E+01    0.170692205572824030E+01    0.285166598137755614E+03
    0.216465950266281425E+03    0.220394858203514559E+03    0.334603110007498250E+01    0.173479989734012374E+01    0.285491460733145459E+03
    0.216034388978174775E+03    0.220486074054794642E+03    0.367604322069644951E+01    0.158894666333105672E+01    0.285664233230041305E+03
    0.216027241251777269E+03    0.220114181747930644E+03    0.342405133295722575E+01    0.174450861262631118E+01    0.285782343802707601E+03
    0.215906863262212596E+03    0.220176940919528931E+03    0.344536379464012787E+01    0.165016107025732239E+01    0.286247139775227879E+03
    0.216136074308242144E+03    0.219821113575110900E+03    0.363195439034516632E+01    0.164858233428660128E+01    0.286509750792779698E+03
    0.215875331151424803E+03    0.220426490501643940E+03    0.394510663549085283E+01    0.169509123518890803E+01    0.287136930731918255E+03
    0.216663828028055804E+03    0.220443020413244085E+03    0.341968110849632811E+01    0.168251508102483793E+01    0.287189426279299937E+03
    0.216410172324939936E+03    0.220396066804908031E+03    0.343430448279339018E+01    0.163986322789871330E+01    0.287254672535638463E+03
    0.216936772250267296E+03    0.220546951940451294E+03    0.392485549168647507E+01    0.178408045307633500E+01    0.287667202966205195E+03
    0.216078306320623028E+03    0.220019259941485075E+03    0.391666302347247974E+01    0.163474475830325705E+01    0.287781685521063991E+03
    0.216570985599834586E+03    0.220847028194951434E+03    0.399775226175423315E+01    0.168191556893185812E+01    0.287904202627705047E+03
    0.216528940256987141E+03    0.220500401098729327E+03    0.353708271526566298E+01    0.163074185726843979E+01    0.288078337650227581E+03
    0.215934566776469836E+03    0.220116634002670992E+03    0.369085208571380896E+01    0.175428607898320799E+01    0.288093856405219299E+03
    0.216679118017972485E+03    0.220575794229550382E+03    0.354127346505580043E+01    0.165303600644144932E+01    0.288111038529514644E+03
    0.216132470301507226E+03    0.220491960321507889E+03    0.408919503559596098E+01    0.167588719967013944E+01    0.288136790757065398E+03
