    0.210927490112132290E+03    0.217449530158229976E+03    0.798488162495996789E+01   -0.118852250554626083E+11   -0.599146350544150419E+01    1
    0.218214399930781582E+03    0.221659657750316768E+03    0.790952930732174586E+01   -0.948060964089651680E+10   -0.599396350544151169E+01    1
    0.219745941874331692E+03    0.222339466605373531E+03    0.789075504672862671E+01   -0.896130873722725296E+10   -0.599646350544151474E+01    1
    0.216091936942881802E+03    0.218813560996242671E+03    0.788897800149155870E+01   -0.891364662931130409E+10   -0.599896350544151957E+01    1
    0.212053461787051418E+03    0.215520103964992671E+03    0.786675258399920097E+01   -0.833873293020645428E+10   -0.600146350544151552E+01    1
    0.211245979186839321E+03    0.218352707419582515E+03    0.785968228260648516E+01   -0.816378148475692272E+10   -0.600396350544151858E+01    1
    0.211237871763056972E+03    0.221211471948810726E+03    0.785858212855795735E+01   -0.813680438895618057E+10   -0.600646350544151630E+01    1
    0.213897549626178005E+03    0.221500127110668330E+03    0.783758450274700458E+01   -0.764005345185984325E+10   -0.600896350544152469E+01    1
    0.215178176876849392E+03    0.223515979442783504E+03    0.781151925117658585E+01   -0.706541006006871891E+10   -0.601146350544151886E+01    1
    0.217989686247653225E+03    0.222685653362461238E+03    0.780374488413155731E+01   -0.690253990790963078E+10   -0.601396350544150859E+01    1
    0.219249454256839016E+03    0.224033083710857539E+03    0.779204998308574481E+01   -0.666456434998869896E+10   -0.601646350544151520E+01    1
    0.219814711329287746E+03    0.224466653857418208E+03    0.779141920613875882E+01   -0.665195516856604576E+10   -0.601896350544151559E+01    1
    0.217661251541918972E+03    0.220520221386142879E+03    0.777724401767216200E+01   -0.637502933397497463E+10   -0.602146350544152753E+01    1
    0.211325931069201687E+03    0.215293562207409053E+03    0.774808993538615276E+01   -0.584114417726406956E+10   -0.602396350544153325E+01    1
    0.217466254350489834E+03    0.220516073498912959E+03    0.770186946638176195E+01   -0.508484182833251286E+10   -0.602646350544152298E+01    1
    0.210961756226367214E+03    0.223013774547763973E+03    0.768675140636908338E+01   -0.485938345945988178E+10   -0.602896350544150561E+01    1
    0.217497617718524197E+03    0.216336906347461849E+03    0.767931301451252679E+01   -0.475215356026754475E+10   -0.603146350544150955E+01    1
    0.219956893441027859E+03    0.224899758491703182E+03    0.765221678025591245E+01   -0.438114005743798161E+10   -0.603396350544152682E+01    1
    0.210833616372889736E+03    0.217455190811344295E+03    0.764209388076596952E+01   -0.425008573402849150E+10   -0.603646350544153165E+01    1
    0.212099115368670681E+03    0.223050574455448299E+03    0.763312630772070300E+01   -0.413728098286815882E+10   -0.603896350544152227E+01    1
    0.217311650630778530E+03    0.219516515526958614E+03    0.758796976014647484E+01   -0.361310605776257277E+10   -0.604146350544151556E+01    1
    0.217770567652529934E+03    0.224990982804485469E+03    0.756493157914670888E+01   -0.337182352635530996E+10   -0.604396350544152039E+01    1
    0.210310328718966701E+03    0.221931047830768733E+03    0.756204614517511864E+01   -0.334276448237113571E+10   -0.604646350544152966E+01    1
    0.214489172813243130E+03    0.219687791857906490E+03    0.752026911273200049E+01   -0.294900568176596165E+10   -0.604896350544152206E+01    1
    0.212246863958186367E+03    0.217722847256847530E+03    0.739303992028149537E+01   -0.201332018905084610E+10   -0.605146350544152156E+01    1
    0.213205100414103725E+03    0.217562679443546443E+03    0.738928325653195373E+01   -0.199075618023282361E+10   -0.605396350544152995E+01    1
    0.215226042982882717E+03    0.224595765266605525E+03    0.737328161471233479E+01   -0.189744894377215481E+10   -0.605646350544151790E+01    1
    0.216344286319560268E+03    0.218529633078762203E+03    0.735660637557857378E+01   -0.180486481842924118E+10   -0.605896350544151829E+01    1
    0.210990768191165188E+03    0.224742721114345699E+03    0.731103644676754882E+01   -0.157424901305473256E+10   -0.606146350544153112E+01    1
    0.211067509171313503E+03    0.218728151116558223E+03    0.728981730790341054E+01   -0.147715942164765239E+10   -0.606396350544153950E+01    1
    0.217597032305545071E+03    0.216732481513210445E+03    0.709384907413484278E+01   -0.820553454044635296E+09   -0.606646350544153368E+01    1
    0.210293209072894314E+03    0.219305126462169795E+03    0.701998229384957284E+01   -0.657459082220537305E+09   -0.606896350544153407E+01    1
    0.216461948868579128E+03    0.223637829814144283E+03    0.699612970240520049E+01   -0.612057290544451475E+09   -0.607146350544153712E+01    1
    0.213002874371356228E+03    0.217223530206867366E+03    0.698094658837318427E+01   -0.584804482984133840E+09   -0.607396350544151886E+01    1
    0.215043577668017605E+03    0.215951174888797908E+03    0.696835740042864415E+01   -0.563129861896903872E+09   -0.607646350544150149E+01    1
    0.214303636071032741E+03    0.220696518216320186E+03    0.693973857273211259E+01   -0.516799953473815322E+09   -0.607896350544150277E+01    1
    0.216450144764727810E+03    0.217279161606022029E+03    0.693253404595772871E+01   -0.505749840577722669E+09   -0.608146350544151737E+01    1
    0.215574157950228908E+03    0.223656195197292476E+03    0.692250255148229598E+01   -0.490756474491473556E+09   -0.608396350544153197E+01    1
    0.212526446697062710E+03    0.217230347190090328E+03    0.690051182254071094E+01   -0.459425718136079729E+09   -0.608646350544153236E+01    1
    0.214561703321284512E+03    0.223119134698101192E+03    0.680490382429941221E+01   -0.344866915444624543E+09   -0.608896350544152032E+01    1
    0.216874411222285488E+03    0.223509281072803645E+03    0.679523547947622752E+01   -0.335007844519461274E+09   -0.609146350544151804E+01    1
    0.212427143570727566E+03    0.222157448325344234E+03    0.676770198339343843E+01   -0.308448561466358781E+09   -0.609396350544151844E+01    1
