Nested Sampling Global Log-Evidence           :   -0.257528795784625117E+03  +/-    0.152269685034028907E+00
Nested Importance Sampling Global Log-Evidence:   -0.257863537706022498E+03  +/-    0.505029455009068998E-01

Dim No.       Mean        Sigma
   1    0.215866842336892375E+03    0.544673711026580687E+00
   2    0.221631009231273254E+03    0.498871783403663893E+00
   3    0.395514678889091975E+01    0.226909186027610843E+00
   4    0.125625406736334200E+01    0.379442100322252632E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.215735760086485840E+03
   2    0.221552074397497819E+03
   3    0.403476482490145294E+01
   4    0.126700838210703193E+01

MAP Parameters
Dim No.        Parameter
   1    0.215735760086485840E+03
   2    0.221552074397497819E+03
   3    0.403476482490145294E+01
   4    0.126700838210703193E+01
