    0.217519471363704639E+03    0.220733605253144674E+03    0.800493473228764074E+01   -0.134161665159944305E+12   -0.599146350544150419E+01    1
    0.217575400786083179E+03    0.222159540283128194E+03    0.798776705893155814E+01   -0.127427747792182205E+12   -0.599396350544151169E+01    1
    0.216730671600978809E+03    0.223366263257905416E+03    0.798252238742326625E+01   -0.125438485864480469E+12   -0.599646350544151474E+01    1
    0.217540936188381153E+03    0.220301819192811422E+03    0.795875873058760597E+01   -0.116806767649017532E+12   -0.599896350544151957E+01    1
    0.215400814728420215E+03    0.222827532159730367E+03    0.790632354406506721E+01   -0.998052151246826782E+11   -0.600146350544151552E+01    1
    0.216462023453395801E+03    0.220434283840104513E+03    0.787253498050277045E+01   -0.901837863903295746E+11   -0.600396350544151858E+01    1
    0.216546120361965137E+03    0.220630427705689840E+03    0.786918428677263293E+01   -0.892821231782971497E+11   -0.600646350544151630E+01    1
    0.216401378349941211E+03    0.222438170301362447E+03    0.783590956761623580E+01   -0.807998576733292847E+11   -0.600896350544152469E+01    1
    0.215937915043514209E+03    0.221140774118348531E+03    0.779856279623680315E+01   -0.722359333645427094E+11   -0.601146350544151886E+01    1
    0.214202465967815357E+03    0.223397682058259420E+03    0.777589517610667613E+01   -0.674868844985315475E+11   -0.601396350544150859E+01    1
    0.215371514038722950E+03    0.223278764831468038E+03    0.777388014844443909E+01   -0.670803570093029022E+11   -0.601646350544151520E+01    1
    0.213798494772594410E+03    0.222850049125596456E+03    0.770803477578395757E+01   -0.550562241067273483E+11   -0.601896350544151559E+01    1
    0.217435491995494800E+03    0.219743094789430074E+03    0.770288315622737407E+01   -0.542118166719102325E+11   -0.602146350544152753E+01    1
    0.216288867907207447E+03    0.220839511262818746E+03    0.766144374590992783E+01   -0.478744795147687988E+11   -0.602396350544153325E+01    1
    0.214990087942760425E+03    0.220730341064378194E+03    0.756236729792880702E+01   -0.355647826513192673E+11   -0.602646350544152298E+01    1
    0.215640158610027271E+03    0.220582905399247579E+03    0.753426725544976961E+01   -0.326895312194629669E+11   -0.602896350544150561E+01    1
    0.215297946648281055E+03    0.221757554876252584E+03    0.752954054569037190E+01   -0.322292648906038322E+11   -0.603146350544150955E+01    1
    0.216806702809017139E+03    0.223478959428712301E+03    0.752378202977618038E+01   -0.316773158647018929E+11   -0.603396350544152682E+01    1
    0.215060449556987720E+03    0.221545098173066549E+03    0.751583226391952230E+01   -0.309307276326791267E+11   -0.603646350544153165E+01    1
    0.216745042280834156E+03    0.222481487142487936E+03    0.733782964457965825E+01   -0.181332466382176476E+11   -0.603896350544152227E+01    1
    0.215715707497280079E+03    0.222817343580171041E+03    0.733215182858818615E+01   -0.178269952676062202E+11   -0.604146350544151556E+01    1
    0.214936089710872608E+03    0.223022369491502218E+03    0.731267020846835791E+01   -0.168149671917331123E+11   -0.604396350544152039E+01    1
    0.213655625061672168E+03    0.222477788078233175E+03    0.727812652420059614E+01   -0.151596816654342880E+11   -0.604646350544152966E+01    1
    0.215231171087902027E+03    0.219807816135331564E+03    0.726864345981223003E+01   -0.147344778452499962E+11   -0.604896350544152206E+01    1
    0.215461466030757862E+03    0.219642164098664693E+03    0.723729977452095241E+01   -0.134121382866343403E+11   -0.605146350544152156E+01    1
    0.214980161862056690E+03    0.219618628131791525E+03    0.722187867806376893E+01   -0.128057948136957932E+11   -0.605396350544152995E+01    1
    0.216088200287502247E+03    0.221271801816865377E+03    0.720803370050545134E+01   -0.122848024717706413E+11   -0.605646350544151790E+01    1
    0.216957192139308887E+03    0.221088533031388693E+03    0.720076906052332433E+01   -0.120199697514246216E+11   -0.605896350544151829E+01    1
