Nested Sampling Global Log-Evidence           :    0.203314626360375598E+03  +/-    0.182212862339442533E+00
Nested Importance Sampling Global Log-Evidence:    0.204152494704404234E+03  +/-    0.514380964620933301E+00

Dim No.       Mean        Sigma
   1    0.216887541595873159E+03    0.981576206395094186E-01
   2    0.222023464791771431E+03    0.750163913643016045E-01
   3    0.389543586284032539E+01    0.589568372541842620E-01
   4    0.123668758121438271E+01    0.367715240005594760E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.216893414152779371E+03
   2    0.222032002091311483E+03
   3    0.390950868789778472E+01
   4    0.123519844463879469E+01

MAP Parameters
Dim No.        Parameter
   1    0.216893414152779371E+03
   2    0.222032002091311483E+03
   3    0.390950868789778472E+01
   4    0.123519844463879469E+01
