epoch,object,sep,sep_err,pa,pa_err
56393,1,82.00990897,1.295,127.7558928,0.9835
56755,1,68.20465543,6.3855,117.0801473,4.7725
57157,1,66.28754684,1.539,107.9523935,1.7125
57158,1,83.21634756,22.5645,108.8254652,15.724
57160,1,71.84592492,1.2005,109.8963913,1.092
57794,1,,,,
58235,1,40.22892986,2.6395,56.29067894,3.398
