    0.216085106844880642E+03    0.220794496322615402E+03    0.287806687411649165E+01    0.114991482631348063E-01   -0.367812355407514815E+02
    0.217317307783807394E+03    0.220660395795055564E+03    0.308970664216746194E+01    0.316951999614811797E-01   -0.363771876528205382E+02
    0.216771975058594478E+03    0.221738919643412288E+03    0.244385004905858594E+01   -0.577430612847207314E-01   -0.358096420296424753E+02
    0.215835643227042397E+03    0.221520619188627848E+03    0.265191196043385746E+01   -0.480089369958278667E-01   -0.356983582930044747E+02
    0.216050326506025414E+03    0.221107658082745161E+03    0.325555197490386838E+01    0.555873737112388966E-01   -0.355062299502274072E+02
    0.216495072781592455E+03    0.222263434150921370E+03    0.267043464782283335E+01    0.104285675421578183E+00   -0.353892082500819072E+02
    0.215808292325302773E+03    0.221881020870483610E+03    0.293101372777332703E+01   -0.929808760365959941E-01   -0.352532916317007903E+02
    0.217312787997592864E+03    0.222141163557727708E+03    0.276730179486662964E+01    0.112166420169167225E+00   -0.349921195489535535E+02
    0.217222462516333508E+03    0.221739605825974735E+03    0.313582117572799035E+01   -0.206058114742386778E+00   -0.346094178179165368E+02
    0.217973040191033704E+03    0.222216107647755649E+03    0.316721855538646180E+01    0.515363245988922358E-01   -0.344367137114989532E+02
    0.215923980864690520E+03    0.221695054593621762E+03    0.261765130670592772E+01   -0.305009944413026091E-02   -0.344101500938898539E+02
    0.216619299557076744E+03    0.221847093461658801E+03    0.249101633799184219E+01   -0.194544182572409241E-01   -0.343304547747679862E+02
    0.216687289567606598E+03    0.222080085329739916E+03    0.256995610343593572E+01    0.682398059872504348E-01   -0.341345295412502878E+02
    0.216548494354650188E+03    0.222675882696445939E+03    0.315786888254967124E+01    0.505152430866084856E-01   -0.339300971806344478E+02
    0.217801878489912099E+03    0.222062975168975015E+03    0.304256448674070512E+01    0.887195453505285059E-01   -0.339252262421013313E+02
    0.217006703063195204E+03    0.221792009376849876E+03    0.260958955610823073E+01   -0.538787974748800025E-01   -0.337352836028942136E+02
    0.216256753769930185E+03    0.221166311359447747E+03    0.274036612449598582E+01   -0.650555363847882262E-02   -0.336843504192639500E+02
    0.216143091848454020E+03    0.221658289531957195E+03    0.260138162193182332E+01    0.152367746544657123E-01   -0.336344535011254493E+02
    0.217295621448574963E+03    0.222075729600041115E+03    0.372776535979729573E+01    0.735641994473716920E-01   -0.335056146799593364E+02
    0.217886998751480490E+03    0.222111208466518093E+03    0.329912778841505228E+01    0.692645195835144278E-01   -0.334313615136046565E+02
    0.215987899703443503E+03    0.221657875546197488E+03    0.308011255194732181E+01   -0.985327937461084602E-01   -0.333784965447970308E+02
    0.216706251128883338E+03    0.221390790929433081E+03    0.270048052544515427E+01   -0.665776663051795836E-01   -0.332593133891967625E+02
    0.215904178698509043E+03    0.221559386429892186E+03    0.282043751619522265E+01   -0.197373550150086174E-01   -0.332472880299920348E+02
    0.216582773459198251E+03    0.222317857602670131E+03    0.331932362507957457E+01   -0.133570342258426678E+00   -0.332270769552653178E+02
    0.216248261190549215E+03    0.221200791990427263E+03    0.288180289854691196E+01   -0.459829327322074377E-01   -0.330858625212770505E+02
    0.216636502910516754E+03    0.221238749876674262E+03    0.315102914902576403E+01   -0.137308890411187434E+00   -0.328942184131852287E+02
    0.215931839280506779E+03    0.221472465223054655E+03    0.287320892536505434E+01    0.105313939453575145E-01   -0.327589394124838122E+02
    0.217797143492680135E+03    0.221610101186184124E+03    0.290474892346376512E+01   -0.159993114478220733E-01   -0.327397384840950565E+02
    0.217379069337452279E+03    0.222080768718415982E+03    0.277797784962735061E+01    0.508979398859015220E-01   -0.326899886002159406E+02
    0.216436167516097186E+03    0.221302058475813851E+03    0.276348134437058590E+01   -0.375030510213365531E-01   -0.325996162682721717E+02
    0.217260950425789900E+03    0.221841625217479816E+03    0.300889400443409238E+01    0.128947036764978762E+00   -0.325834822103865918E+02
    0.216128910403200592E+03    0.221498571847694905E+03    0.298180300041121304E+01    0.918536681414652278E-01   -0.325569613050288353E+02
    0.216392366861291720E+03    0.221569255653347767E+03    0.264566057852985459E+01    0.784617022854927626E-02   -0.325559859196847299E+02
    0.217730131103508199E+03    0.221996055155369220E+03    0.293546631794792701E+01    0.182026890590405444E-01   -0.324467514151260730E+02
    0.217520148865317793E+03    0.221815025184502872E+03    0.285119762648663677E+01    0.733067695496707472E-01   -0.323934785891471790E+02
    0.217490422476612025E+03    0.221056268224766654E+03    0.310276497401203422E+01   -0.397094857465409845E-01   -0.323693737504515298E+02
    0.216499967904518172E+03    0.221774104816722257E+03    0.282514334408854761E+01   -0.926325521961439691E-01   -0.322869563868115677E+02
    0.216821948905430872E+03    0.221295590299498542E+03    0.355465881029080322E+01   -0.740635454558971063E-01   -0.322230903347851836E+02
    0.216851762272195941E+03    0.222391540655220723E+03    0.350586446422094689E+01   -0.716566854815976484E-01   -0.322181170595614788E+02
    0.216092348581419856E+03    0.221525227437508022E+03    0.334358857598467729E+01   -0.395421084084199848E-01   -0.321259974185688861E+02
    0.216747844329752184E+03    0.221776314635631024E+03    0.264720454380541570E+01    0.329667509561826222E-01   -0.320340986365410458E+02
    0.217572588289421248E+03    0.221338254638222196E+03    0.316182855076533897E+01   -0.954211387005390321E-01   -0.320168990982848811E+02
    0.217135868454110550E+03    0.222328619182721184E+03    0.340737156866693081E+01   -0.111905000017285872E+00   -0.320119271897955571E+02
    0.217020587115419119E+03    0.221115494202626394E+03    0.347895695647343883E+01   -0.417594368895697343E-01   -0.320049096854465915E+02
    0.217651196345785991E+03    0.221996201288719220E+03    0.306944321778835905E+01   -0.658581556709609828E-01   -0.319901163107259663E+02
    0.217202991123712650E+03    0.221287077690954902E+03    0.349267306225236540E+01    0.112716905496946573E+00   -0.319896806411438206E+02
    0.216789187323667647E+03    0.222348355456768559E+03    0.282528022673247392E+01    0.829821209027858941E-02   -0.319862746434309884E+02
    0.217169084283519339E+03    0.221810886877347173E+03    0.375019697611600833E+01    0.106456654571118747E-01   -0.319395379238629289E+02
    0.216114071020596867E+03    0.222059324704974983E+03    0.329511597402406720E+01   -0.598363356632720667E-01   -0.319083887212148625E+02
    0.217084924245572154E+03    0.221312227951483862E+03    0.361072872597178662E+01   -0.485692786725531178E-01   -0.318941076562592229E+02
    0.217147550953697021E+03    0.222006693246639088E+03    0.284593941464905864E+01   -0.690515508096085640E-01   -0.318796746791615533E+02
    0.217335369796914392E+03    0.221170027675335348E+03    0.353276636858020643E+01   -0.168450162624536048E-01   -0.318586399124966704E+02
    0.217205858212827508E+03    0.221218179387794294E+03    0.283964636019587857E+01    0.502941375478149766E-01   -0.318523293692018399E+02
    0.217265405630249660E+03    0.222302656399531799E+03    0.360305365655867194E+01   -0.176215074279477690E-01   -0.318453041379915760E+02
    0.217646321713222250E+03    0.221779716712049094E+03    0.291231477253291882E+01   -0.223341512846788603E-01   -0.318357122360764606E+02
    0.216213572680989756E+03    0.222016000665536154E+03    0.335444168019687528E+01   -0.818383737263443933E-01   -0.317855893522550161E+02
    0.217288699349272775E+03    0.222414414221713258E+03    0.325060517845335228E+01    0.792886065596452028E-01   -0.317514665457661351E+02
    0.217129154393459658E+03    0.221569776769353666E+03    0.277094666519711819E+01   -0.479733951744654163E-01   -0.317206591734183405E+02
    0.216270562903702512E+03    0.221900932548283691E+03    0.333469514117288490E+01    0.109749393977430110E+00   -0.317178218134261840E+02
    0.217836804212027999E+03    0.221984816403459206E+03    0.330977884710821346E+01   -0.280297261550703780E-01   -0.317170035799142624E+02
    0.216824655563449880E+03    0.221267637531174245E+03    0.345739574442985731E+01    0.101391521482454117E+00   -0.316909762862634352E+02
    0.216066186279814673E+03    0.221434498341774685E+03    0.294462666830372211E+01    0.961609201769242361E-02   -0.316806677949112725E+02
    0.217566120890163006E+03    0.222128036359832777E+03    0.303374251598839484E+01    0.587518221296772225E-01   -0.316651705159751771E+02
    0.217236090373932257E+03    0.221318447164901215E+03    0.324073685199652051E+01   -0.133081148812526529E+00   -0.316603782336870267E+02
    0.215953706091861676E+03    0.221559150184613657E+03    0.309275564064828501E+01    0.244601412806284557E-01   -0.315872326946316662E+02
    0.216960445804556912E+03    0.221621221835730495E+03    0.287629503489959815E+01    0.102965995334649563E+00   -0.315723021295124227E+02
    0.217416755537692751E+03    0.222249303629898066E+03    0.355986134221693007E+01    0.498100001228305445E-01   -0.315520470158760418E+02
    0.216614096556645507E+03    0.221214392551825426E+03    0.282718565284424761E+01    0.202764725177990712E-01   -0.315439981538748384E+02
    0.216488902689987896E+03    0.221902235334483294E+03    0.362269529776257126E+01   -0.829535574111694984E-02   -0.314643911101307765E+02
    0.216216858175198468E+03    0.221347650024952401E+03    0.326824269440852522E+01    0.531949978752637165E-01   -0.314523958416567950E+02
    0.217727433703268730E+03    0.221801875874194167E+03    0.311502871724610042E+01    0.719772954315915925E-01   -0.314281993910413746E+02
    0.216713552606001514E+03    0.221476442987897514E+03    0.362057984841053315E+01   -0.385497216349586225E-01   -0.314224815160560809E+02
    0.216272266421511745E+03    0.221418822550963398E+03    0.287458871154699303E+01   -0.274303186596007720E-01   -0.314198708592338107E+02
    0.216886195944872838E+03    0.221445260899346721E+03    0.294387544750741892E+01    0.105078611438601754E+00   -0.314056088960766431E+02
    0.217882923874520742E+03    0.221654458173707411E+03    0.323615392072764507E+01   -0.197783141421421504E-01   -0.313712094496591476E+02
    0.216900642285189349E+03    0.221611335710251410E+03    0.357118183255880428E+01   -0.126079964565077418E+00   -0.313606547812557324E+02
    0.217537977753254040E+03    0.221689525042321804E+03    0.350359043254276470E+01   -0.107475148863263925E+00   -0.313582390182909023E+02
    0.216904819949431669E+03    0.221699109451513664E+03    0.331046496886994923E+01   -0.177842741961368844E+00   -0.312830493675614321E+02
    0.216776045709825894E+03    0.221028097185220844E+03    0.306301098310161724E+01    0.249366267420958465E-01   -0.312693440263025479E+02
    0.216954581362560134E+03    0.221066009458320082E+03    0.326841198963738755E+01   -0.574617977509213063E-01   -0.312665439158492404E+02
    0.217006189773449307E+03    0.222454326500184862E+03    0.307832480666331376E+01   -0.326344402581169035E-01   -0.312257344340690679E+02
    0.216203626340865924E+03    0.221880140663528323E+03    0.334701725046940934E+01   -0.779921837569563792E-01   -0.312075906988512202E+02
    0.217065262512872380E+03    0.221459903498449876E+03    0.344395577627097538E+01   -0.145109556085066593E+00   -0.312067216562655005E+02
    0.217711512571389477E+03    0.222122229595941604E+03    0.321918575847990818E+01   -0.125123768039188121E-01   -0.311828336837082816E+02
    0.216488217852081902E+03    0.221904702881689587E+03    0.278308199035349624E+01   -0.287182459579753413E-01   -0.311770963692344480E+02
    0.216385642653832406E+03    0.221192387484519884E+03    0.327626297581516157E+01    0.773983945633105463E-03   -0.311559388661120806E+02
    0.216598028852043740E+03    0.221927990499192873E+03    0.290747268498551348E+01   -0.875081396636216979E-01   -0.311358321593824598E+02
    0.216959332856736921E+03    0.222511796165431633E+03    0.337797710219056668E+01   -0.554971950694937988E-02   -0.311115311070963685E+02
    0.216657822118360002E+03    0.222435023050582259E+03    0.341756093606989930E+01   -0.105018392220141976E-01   -0.311104478881567843E+02
    0.216353933889684185E+03    0.221518383418148261E+03    0.350362841905677147E+01    0.149230869645986530E-01   -0.310740744616828124E+02
    0.217791271932255739E+03    0.222001344921348107E+03    0.328937744588127412E+01    0.615303652346810281E-02   -0.310514681339757885E+02
    0.217608549603060226E+03    0.221566342490563670E+03    0.316879664683742002E+01   -0.866441044058046117E-01   -0.310112994531425841E+02
    0.216476145059985043E+03    0.221705284550176998E+03    0.275424930065773532E+01    0.193241298547262019E-01   -0.310038247240408680E+02
    0.217305376077541666E+03    0.222430790171592633E+03    0.330036397243570345E+01   -0.274720052720951458E-01   -0.309922157179821340E+02
    0.217309416875065949E+03    0.221918427220080815E+03    0.307238418369802258E+01   -0.107114438915306920E+00   -0.309516918719332068E+02
    0.217280296504576199E+03    0.221708859498500800E+03    0.319261348840885972E+01    0.126498779855356069E+00   -0.309425841269996340E+02
    0.216699696325977072E+03    0.222419036396206479E+03    0.342225167347032055E+01    0.454201085241816571E-01   -0.309422763290087914E+02
    0.216478242263405861E+03    0.222205829059856114E+03    0.313528975717179259E+01    0.913136747849314645E-01   -0.309225869275122704E+02
    0.217564826744231254E+03    0.221973610602236903E+03    0.357679814742769331E+01   -0.304338960443955031E-01   -0.309153434061686028E+02
    0.217196079169065570E+03    0.221732319898706891E+03    0.283284333112619180E+01   -0.410987830830134016E-01   -0.308792067529410872E+02
    0.216691181146992221E+03    0.221573228959380089E+03    0.362740185382013358E+01    0.598549761946269854E-01   -0.308779998743438000E+02
    0.216700976829310918E+03    0.222340165398656183E+03    0.295039815779482728E+01   -0.521239552484065172E-02   -0.308626645876025520E+02
    0.216973073528175291E+03    0.221890408423830621E+03    0.276274450633303914E+01    0.276878684159242994E-02   -0.308511224537873829E+02
    0.217373706407073087E+03    0.221918172353042451E+03    0.290412384064220142E+01    0.524447867492225939E-01   -0.308450722073075099E+02
    0.217590226056981237E+03    0.221279564599607994E+03    0.333693258794925995E+01    0.722991128829217899E-01   -0.308443690951017402E+02
    0.217413865889130193E+03    0.221992060705388440E+03    0.295377468764912710E+01    0.553601450466079115E-01   -0.308351911635306237E+02
    0.217037315218911658E+03    0.221041426685334073E+03    0.309835144022531628E+01   -0.202638503664864800E-03   -0.308347513364084591E+02
    0.216245289459947600E+03    0.221882509504713454E+03    0.303059498331282162E+01    0.819468420434761313E-01   -0.307988778855105920E+02
    0.217368231231233977E+03    0.221256838515469695E+03    0.334873243125089504E+01    0.937938868615555421E-01   -0.307903247696472988E+02
    0.216786756863091455E+03    0.221470799202597192E+03    0.302705052754756210E+01    0.107492019288573992E+00   -0.307894433434489088E+02
    0.216761272881450196E+03    0.222463016261133674E+03    0.312348137443934570E+01    0.313331057421475379E-01   -0.307468498292641925E+02
    0.216694974811212603E+03    0.222445181841113566E+03    0.331661345731986756E+01   -0.303312051558037865E-01   -0.307385592161080581E+02
    0.216496801383175864E+03    0.221361827497660130E+03    0.331273658641217228E+01   -0.923831492216873329E-01   -0.307363512682978808E+02
    0.217269351300100766E+03    0.221110111444143030E+03    0.328522406659828636E+01   -0.436110036503780663E-01   -0.307282716436843941E+02
    0.217412433454614586E+03    0.222280759541655499E+03    0.308886858455984870E+01    0.207824085542531733E-01   -0.307270849521756588E+02
    0.217385041020159377E+03    0.222254916577611681E+03    0.350241547610112303E+01   -0.338227042825236524E-01   -0.307095351429257732E+02
    0.217419741172125470E+03    0.221768984279428139E+03    0.296947364613915621E+01   -0.605292969325130770E-01   -0.307039115810948999E+02
    0.217394583734216695E+03    0.221959439794065105E+03    0.313677210615045565E+01   -0.100215931873758990E+00   -0.307013675543436193E+02
    0.216476161550043770E+03    0.221248795027692239E+03    0.304162356767423869E+01    0.562378056546792848E-01   -0.306959331080983020E+02
    0.217619002868762664E+03    0.221737841516392336E+03    0.309053757534756901E+01   -0.582356037742703947E-01   -0.306956520091709137E+02
    0.216859295944956330E+03    0.221112076333735104E+03    0.301301029559877165E+01    0.333623828039346648E-01   -0.306845735061874905E+02
    0.216706647765237733E+03    0.222104543817994681E+03    0.320370471889917097E+01   -0.127899989348904342E+00   -0.306752735274907593E+02
    0.216932069807317134E+03    0.221540467880317351E+03    0.358937883472219488E+01    0.100628171691180768E+00   -0.306742079757498800E+02
