source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pm,pmra,pmdec,pmdec_error,dr2_radial_velocity,dr2_radial_velocity_error
3017364132049943680,83.81723065378024,0.025196932,-5.385212219941472,0.022903692,2.654763675820139,0.042361263,1.8086566,1.2795475147661837,1.2782788761643131,0.027923722,,
